,tweet_id,author_id,user_screen_name,user_id,user_name,user_created_at,user_followers_count,user_following_count,user_favourites_count,user_statuses_count,user_location,user_profile_image_url_https,full_text,full_text_clean,full_text_norm,text_sentiment,created_at,formatted_date,permalink,reply_count,retweet_count,favorite_count,total_engagement,potential_reach,engagement_rate,entities_user_mentions,entities_hashtags,geo,urls
0,1220256909749448705,1217713417957470208,faaraady,1217713417957470208,faaraady,,0,0,0,0,,https://pbs.twimg.com/profile_images/1217718612330303490/hIsxBO6y_bigger.jpg,"1. Kota Yogyakarta atau yang sering disebut kota jogja. Merupakan kota yang sangat Istimewa. Selain disebut sebagai kota pelajar, Jogja juga dikenal sebagai kota pariwisata, karena Jogja memiliki beraneka ragam objek wisata yang dapat dikunjungi. #PKWUsmamda #JOGJA pic.twitter.com/gucJS9uEFa","1. Kota Yogyakarta atau yang sering disebut kota jogja. Merupakan kota yang sangat Istimewa. Selain disebut sebagai kota pelajar, Jogja juga dikenal sebagai kota pariwisata, karena Jogja memiliki beraneka ragam objek wisata yang dapat dikunjungi. #PKWUsmamda #JOGJA pic.twitter.com/gucJS9uEFa","1. Kota Yogyakarta atau yang sering disebut kota jogja. Merupakan kota yang sangat Istimewa. Selain disebut sebagai kota pelajar, Jogja juga dikenal sebagai kota pariwisata, karena Jogja memiliki beraneka ragam objek wisata yang dapat dikunjungi. #PKWUsmamda #JOGJA pic.twitter.com/gucJS9uEFa","1. Kota Yogyakarta atau yang sering disebut kota jogja. Merupakan kota yang sangat Istimewa. Selain disebut sebagai kota pelajar, Jogja juga dikenal sebagai kota pariwisata, karena Jogja memiliki beraneka ragam objek wisata yang dapat dikunjungi. #PKWUsmamda #JOGJA pic.twitter.com/gucJS9uEFa",2020-01-23 15:08:13,2020-01-23 15:08:13,https://twitter.com/faaraady/status/1220256909749448705,1,0,3,4,4,1.0,,#PKWUsmamda #JOGJA,,
1,1220249925394427907,593341556,Ayo Naik Bis.Com,593341556,ayonaikbiscom,,0,0,0,0,,https://pbs.twimg.com/profile_images/1029742860864647170/TO8sAJyQ_bigger.jpg,Harga Sewa #Bus Pariwisata Jogja Mewah Jetbus SCANIA Inilah tempat sewa bus pariwisata Jogja dengan unit https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #ayonaikbiscom #agen,Harga Sewa #Bus Pariwisata Jogja Mewah Jetbus SCANIA Inilah tempat sewa bus pariwisata Jogja dengan unit https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #ayonaikbiscom #agen,Harga Sewa #Bus Pariwisata Jogja Mewah Jetbus SCANIA Inilah tempat sewa bus pariwisata Jogja dengan unit https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #ayonaikbiscom #agen,Harga Sewa #Bus Pariwisata Jogja Mewah Jetbus SCANIA Inilah tempat sewa bus pariwisata Jogja dengan unit https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … #ayonaikbiscom #agen,2020-01-23 14:40:28,2020-01-23 14:40:28,https://twitter.com/ayonaikbiscom/status/1220249925394427907,0,0,0,0,0,0.0,,#Bus #ayonaikbiscom #agen,,https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost
2,1220213679922274304,593341556,Ayo Naik Bis.Com,593341556,ayonaikbiscom,,0,0,0,0,,https://pbs.twimg.com/profile_images/1029742860864647170/TO8sAJyQ_bigger.jpg,Harga Sewa Bus Pariwisata Jogja Mewah Jetbus SCANIA https://ift.tt/2TRihTB,Harga Sewa Bus Pariwisata Jogja Mewah Jetbus SCANIA https://ift.tt/2TRihTB,Harga Sewa Bus Pariwisata Jogja Mewah Jetbus SCANIA https://ift.tt/2TRihTB,Harga Sewa Bus Pariwisata Jogja Mewah Jetbus SCANIA https://ift.tt/2TRihTB,2020-01-23 12:16:26,2020-01-23 12:16:26,https://twitter.com/ayonaikbiscom/status/1220213679922274304,0,1,3,4,4,1.0,,,,https://ift.tt/2TRihTB
3,1220209926531739648,4926539767,Sewa Bus Jogja,4926539767,mitatransport,,0,0,0,0,,https://pbs.twimg.com/profile_images/1176743881452294145/UhkbaN_y_bigger.jpg,Sewa Bus Pariwisata Jogja untuk keperluan tour dan Ziarah https://www.mitatransport.com/2018/11/sewa-bus-pariwisata-jogja-tour-ziarah.html … Bus Medium 33 Seater,Sewa Bus Pariwisata Jogja untuk keperluan tour dan Ziarah https://www.mitatransport.com/2018/11/sewa-bus-pariwisata-jogja-tour-ziarah.html … Bus Medium 33 Seater,Sewa Bus Pariwisata Jogja untuk keperluan tour dan Ziarah https://www.mitatransport.com/2018/11/sewa-bus-pariwisata-jogja-tour-ziarah.html … Bus Medium 33 Seater,Sewa Bus Pariwisata Jogja untuk keperluan tour dan Ziarah https://www.mitatransport.com/2018/11/sewa-bus-pariwisata-jogja-tour-ziarah.html … Bus Medium 33 Seater,2020-01-23 12:01:31,2020-01-23 12:01:31,https://twitter.com/mitatransport/status/1220209926531739648,0,0,0,0,0,0.0,,,,https://www.mitatransport.com/2018/11/sewa-bus-pariwisata-jogja-tour-ziarah.html
4,1220209481319010305,4926539767,Sewa Bus Jogja,4926539767,mitatransport,,0,0,0,0,,https://pbs.twimg.com/profile_images/1176743881452294145/UhkbaN_y_bigger.jpg,"Bus Pariwisata Medium dan Big Bus dari Malang tujuan kota Jogja, Yoyakarta https://www.mitatransport.com/2019/08/sewa-bus-malang-jogja.html …","Bus Pariwisata Medium dan Big Bus dari Malang tujuan kota Jogja, Yoyakarta https://www.mitatransport.com/2019/08/sewa-bus-malang-jogja.html …","Bus Pariwisata Medium dan Big Bus dari Malang tujuan kota Jogja, Yoyakarta https://www.mitatransport.com/2019/08/sewa-bus-malang-jogja.html …","Bus Pariwisata Medium dan Big Bus dari Malang tujuan kota Jogja, Yoyakarta https://www.mitatransport.com/2019/08/sewa-bus-malang-jogja.html …",2020-01-23 11:59:45,2020-01-23 11:59:45,https://twitter.com/mitatransport/status/1220209481319010305,0,0,0,0,0,0.0,,,,https://www.mitatransport.com/2019/08/sewa-bus-malang-jogja.html
5,1220209137935507456,4926539767,Sewa Bus Jogja,4926539767,mitatransport,,0,0,0,0,,https://pbs.twimg.com/profile_images/1176743881452294145/UhkbaN_y_bigger.jpg,Sewa Bus pariwisata Jogja tujuan Semarang https://www.mitatransport.com/2019/11/sewa-bus-pariwisata-jogja-ke-semarang.html …,Sewa Bus pariwisata Jogja tujuan Semarang https://www.mitatransport.com/2019/11/sewa-bus-pariwisata-jogja-ke-semarang.html …,Sewa Bus pariwisata Jogja tujuan Semarang https://www.mitatransport.com/2019/11/sewa-bus-pariwisata-jogja-ke-semarang.html …,Sewa Bus pariwisata Jogja tujuan Semarang https://www.mitatransport.com/2019/11/sewa-bus-pariwisata-jogja-ke-semarang.html …,2020-01-23 11:58:23,2020-01-23 11:58:23,https://twitter.com/mitatransport/status/1220209137935507456,0,0,0,0,0,0.0,,,,https://www.mitatransport.com/2019/11/sewa-bus-pariwisata-jogja-ke-semarang.html
6,1220208795437060096,4926539767,Sewa Bus Jogja,4926539767,mitatransport,,0,0,0,0,,https://pbs.twimg.com/profile_images/1176743881452294145/UhkbaN_y_bigger.jpg,https://www.mitatransport.com/2020/01/sewa-bus-jogja-tujuan-malang-dan.html … Sewa Bus Pariwisata Jogja ~ Tour Wisata Malang Surabaya,https://www.mitatransport.com/2020/01/sewa-bus-jogja-tujuan-malang-dan.html … Sewa Bus Pariwisata Jogja ~ Tour Wisata Malang Surabaya,https://www.mitatransport.com/2020/01/sewa-bus-jogja-tujuan-malang-dan.html … Sewa Bus Pariwisata Jogja ~ Tour Wisata Malang Surabaya,https://www.mitatransport.com/2020/01/sewa-bus-jogja-tujuan-malang-dan.html … Sewa Bus Pariwisata Jogja ~ Tour Wisata Malang Surabaya,2020-01-23 11:57:01,2020-01-23 11:57:01,https://twitter.com/mitatransport/status/1220208795437060096,0,0,0,0,0,0.0,,,,https://www.mitatransport.com/2020/01/sewa-bus-jogja-tujuan-malang-dan.html
7,1220202130255990784,593341556,Ayo Naik Bis.Com,593341556,ayonaikbiscom,,0,0,0,0,,https://pbs.twimg.com/profile_images/1029742860864647170/TO8sAJyQ_bigger.jpg,Harga Sewa Bus Pariwisata Jogja Mewah Jetbus SCANIA https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289 …,Harga Sewa Bus Pariwisata Jogja Mewah Jetbus SCANIA https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289 …,Harga Sewa Bus Pariwisata Jogja Mewah Jetbus SCANIA https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289 …,Harga Sewa Bus Pariwisata Jogja Mewah Jetbus SCANIA https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289 …,2020-01-23 11:30:32,2020-01-23 11:30:32,https://twitter.com/ayonaikbiscom/status/1220202130255990784,0,0,2,2,2,1.0,,,,https://ayonaikbis.com/harga-sewa-bus-pariwisata-jogja-mewah-jetbus-scania/27289
8,1220198659171598337,1158526584510279680,FIB pariwisata UGM 2020,1158526584510279680,DwiWahyuWnrt,,0,0,0,0,,https://pbs.twimg.com/profile_images/1210368609106583554/cAW0uSsC_bigger.jpg,Bulan depan mudah2 udah di jogja. Bisa meet bareng2,Bulan depan mudah2 udah di jogja. Bisa meet bareng2,Bulan depan mudah2 udah di jogja. Bisa meet bareng2,Bulan depan mudah2 udah di jogja. Bisa meet bareng2,2020-01-23 11:16:45,2020-01-23 11:16:45,https://twitter.com/DwiWahyuWnrt/status/1220198659171598337,1,0,0,1,1,1.0,,,,
9,1220194525739569152,1202977060169207808,Kopi Pahit,1202977060169207808,KopiTerbalik,,0,0,0,0,,https://pbs.twimg.com/profile_images/1202977150342590465/o3YWmxsp_bigger.jpg,"Widihhh,,,maenmaen ke propinsi lain buk Klo ngomong pariwisata,,,coba di survey mereka sapasapa saja Jogja selama masih rame mahasiswa ya bakalan rame teross","Widihhh,,,maenmaen ke propinsi lain buk Klo ngomong pariwisata,,,coba di survey mereka sapasapa saja Jogja selama masih rame mahasiswa ya bakalan rame teross","Widihhh,,,maenmaen ke propinsi lain buk Klo ngomong pariwisata,,,coba di survey mereka sapasapa saja Jogja selama masih rame mahasiswa ya bakalan rame teross","Widihhh,,,maenmaen ke propinsi lain buk Klo ngomong pariwisata,,,coba di survey mereka sapasapa saja Jogja selama masih rame mahasiswa ya bakalan rame teross",2020-01-23 11:00:19,2020-01-23 11:00:19,https://twitter.com/KopiTerbalik/status/1220194525739569152,0,0,0,0,0,0.0,,,,
